 3500,3,1 ,1 ,
 4750,5,1 ,1 ,800 
 6950,3,2 ,2 ,1479 
 1575,19,3 ,1 ,
 4450,1,2 ,1 ,
 1550,5,2 ,1 ,800 
 3900,17,1 ,1 ,600 
 3995,21,2 ,1 ,1000 
 4800,23,1 ,1 ,1167 
 3295,3,1 ,1 ,
 3500,11,2 ,1 ,900 
 4500,7,2 ,1 ,1200 
 3675,5,2 ,1 ,900 
 4600,3,2 ,2 ,934 
 4000,17,1 ,1 ,700 
 3750,3,2 ,2 ,
 2195,15,0,1 ,
 9500,3,3 ,2 ,1600 
 3850,9,1 ,1 ,825 
 3800,5,2 ,1 ,1200 
 5295,3,2 ,2 ,1284 
 2300,7,1 ,1 ,397 
 2100,7,1 ,1 ,
 1250,17,1 ,1 ,520 
 1800,13,2 ,2 ,1126 
 1795,13,1 ,1 ,850 
 2900,23,1 ,1 ,
 3795,11,1 ,1 ,
 3700,5,1 ,1 ,725 
 1975,1,1 ,1 ,1330 
 2695,1,2 ,1 ,730 
 3795,21,2 ,2.5 ,1465 
 3750,17,1 ,1 ,
 6300,7,2 ,1.5 ,1400 
 5200,1,2 ,2 ,1535 
 7800,13,4 ,1.5 ,2200 
 3950,21,2 ,2 ,1700 
 4995,3,2 ,2 ,1089 
 3995,3,1 ,1 ,795 
 2695,1,2 ,1 ,730 
 2450,1,0,1 ,350 
 7950,15,2 ,2 ,
 6095,3,3 ,1 ,1200 
 7495,37,3 ,2 ,
 5500,5,2 ,2 ,1800 
 5900,23,3 ,2 ,1467 
 2865,21,1 ,1 ,
 8950,1,4 ,,1860 
 3200,5,1 ,1 ,800 
 4995,5,2 ,1 ,1000 
 5500,3,1 ,1 ,
 2900,17,1 ,1 ,
 5495,23,2 ,1 ,1100 
 3400,5,1 ,1 ,
 4900,9,2 ,2 ,1001 
 1875,25,0,1 ,
 6250,3,2 ,2 ,1300 
 2550,3,1 ,1 ,750 
 7000,33,2 ,2 ,1213 
 8000,3,3 ,2 ,1500 
 12000,13,3 ,3 ,3670 
 4200,3,0,1 ,525 
 2950,9,1 ,1 ,625 
 8800,13,3 ,2 ,1850 
 4000,11,1 ,1 ,900 
 2495,7,2 ,1 ,900 
 6375,3,3 ,1.5 ,1743 
 4800,7,1 ,1 ,800 
 4500,9,1 ,1 ,
 2495,1,2 ,1 ,782 
 3700,5,2 ,1 ,
 3000,27,2 ,1 ,
 7500,3,2 ,2 ,1800 
 3150,23,1 ,1 ,
 3395,1,2 ,2 ,725 
 4750,5,1 ,1 ,1100 
 3900,21,1 ,1 ,600 
 9000,3,2 ,2 ,1274 
 3995,1,1 ,1 ,
 5500,9,2 ,1 ,1200 
 2575,23,1 ,1 ,
 4600,1,2 ,1 ,
 5495,9,2 ,2 ,1340 
 6000,7,2 ,2 ,1200 
 4700,7,2 ,1.5 ,1100 
 4500,5,1 ,1 ,832 
 7695,17,3 ,2 ,2200 
 7600,5,4 ,2.5 ,3550 
 4000,5,1 ,1 ,690 
 4600,3,2 ,2 ,1296 
 3200,3,2 ,2 ,1119 
 2900,27,1 ,1 ,800 
 3995,25,2 ,2 ,
 3450,19,1 ,1 ,
 5250,3,2 ,1 ,1000 
 6500,19,4 ,3 ,2034 
 5995,3,2 ,1 ,1750 
 4695,9,2 ,1 ,
 4200,5,1 ,1 ,750 
 4995,5,1 ,1.5 ,1361 
 3250,19,3 ,1 ,1000 
 9500,3,3 ,2.5 ,1800 
 7850,3,2 ,2 ,1550 
 8500,1,2 ,2 ,1600 
 3500,5,1 ,1 ,502 
 5300,7,2 ,1 ,858 
 2200,17,2 ,1 ,900 
 3450,5,3 ,1 ,1100 
 3300,27,1 ,1 ,720 
 4125,5,1 ,2 ,1200 
 1700,9,1 ,1 ,2600 
 5495,3,3 ,2 ,1600 
 2295,5,3 ,2 ,
 4700,15,2 ,2 ,
 1900,7,1 ,1 ,682 
 4914+,1,2 ,2 ,1500 
 4850,9,2 ,2 ,1200 
 6450,5,3 ,2.5 ,
 5199,3,2 ,2 ,1522 
 3675,9,2 ,1 ,875 
 2700,7,1 ,1 ,960 
 2000,17,1 ,1 ,890 
 6000,19,3 ,2.5 ,1536 
 2033,9,2 ,1 ,20564 
 3500,21,2 ,2 ,
 1795,3,0,1 ,
 3595,3,0,1 ,737 
 8000,5,3 ,2 ,2105 
 5995,7,2 ,2 ,
 3000,5,1 ,1 ,750 
 6890,19,2 ,1.5 ,1250 
 3795,5,2 ,1 ,860 
 4000,5,2 ,2 ,1250 
 2350,7,1 ,1 ,650 
 6295,19,3 ,2 ,
 3650,17,2 ,1 ,1100 
 2950,3,2 ,1 ,
 2945,13,2 ,1 ,900 
 2595,15,1 ,1 ,
 4395,9,1 ,1 ,868 
 4000,3,2 ,2 ,1100 
 2100,7,2 ,1 ,
 1173,9,1 ,1 ,5192 
 1575,9,1 ,1 ,850 
 3600,11,1 ,1 ,1852 
 4395,19,1 ,1 ,
 2400,9,1 ,1 ,800 
 10000,3,3 ,2 ,1500 
 2595,9,1 ,1 ,
 3400,5,1 ,1 ,670 
 3300,3,1 ,1 ,550 
 650,1,0,,506 
 1975,5,2 ,1 ,500 
 3500,5,1 ,1 ,760 
 2850,7,2 ,2 ,985 
 6995,7,3 ,2 ,1500 
 5950,1,2 ,2 ,
 2500,15,0,1 ,860 
 3850,20,1 ,1 ,
 4295,3,2 ,1 ,1300 
 5395,3,2 ,1 ,1500 
 5500,11,2 ,2 ,1227 
 5095,3,1 ,1 ,899 
 3450,3,0,1 ,505 
 4950,7,2 ,2 ,1204 
 4300,15,1 ,2 ,1100 
 3695,5,2 ,1 ,750 
 2400,21,1 ,1 ,
 6000,9,2 ,2 ,750 
 4495,3,1 ,1 ,884 
 3700,9,1 ,1 ,650 
 3495,3,2 ,1 ,
 3950,5,1 ,1 ,
 2695,9,1 ,1 ,
 5500,11,2 ,2 ,
 3300,43,1 ,1 ,
 3500,13,1 ,1 ,
 6750,3,2 ,2 ,
 3800,3,2 ,2 ,1500 
 2849,1,2 ,1 ,735 
 4195,5,2 ,1.5 ,
 3995,21,1 ,1 ,1250 
 4750,5,2 ,2 ,892 
 4525,3,3 ,1 ,
 2895,5,1 ,1 ,689 
 3200,3,2 ,1 ,750 
 3000,7,1 ,1.5 ,1300 
 6995,3,2 ,2 ,1640 
 4600,27,2 ,2 ,1050 
 3900,3,1 ,1 ,675 
 5060,28,2 ,1 ,900 
 4100,3,2 ,1 ,
 3750,3,1 ,1.5 ,900 
 2595,1,1 ,1 ,706 
 6890,7,3 ,2 ,1400 
 8500,17,3 ,2 ,
 5300,11,2 ,2 ,1800 
 1300,35,1 ,1 ,450 
 5995,9,2 ,1 ,700 
 5880,3,3 ,1 ,1300 
 1500,11,0,1 ,400 
 5500,25,2 ,2 ,1257 
 2850,9,1 ,1 ,500 
 2250,17,1 ,1 ,1100 
 4900,3,2 ,1 ,1000 
 4375,7,3 ,1 ,1350 
 3200,3,2 ,1 ,
 5995,17,4 ,2 ,2241 
 4800,15,2 ,2 ,
 4000,23,1 ,1 ,650 
 7000,17,4 ,1.5 ,1350 
 3195,1,2 ,1 ,675 
 2095,3,1 ,1 ,
 4600,7,2 ,1 ,1250 
 5500,3,3 ,2 ,1500 
 6500,3,2 ,2 ,1443 
 2999,9,1 ,1 ,900 
 4700,9,2 ,2 ,1109 
 6495,3,2 ,2 ,1327 
 4950,7,2 ,1.5 ,1375 
 4600,5,2 ,1 ,1000 
 1603,9,1 ,1 ,9416 
 2500,9,0,1 ,600 
 1975,9,0,1 ,375 
 2495,3,1 ,1 ,675 
 2850,21,2 ,2 ,950 
 3700,3,3 ,2 ,1200 
 12000,25,9 ,2 ,1700 
 6595,3,2 ,1 ,1500 
 3500,9,1 ,1 ,800 
 7500,3,2 ,2 ,1576 
 10775,11,5 ,2 ,1650 
 3850,23,1 ,1 ,
 2995,13,0,1 ,
 1995,13,0,1 ,300 
 2800,3,0,1 ,
 1450,11,1 ,1 ,
 7125,17,3 ,2 ,1750 
 5500,5,2 ,1 ,1220 
 2200,5,1 ,1 ,500 
 3795,12,2 ,2 ,1620 
 1933,7,1 ,1 ,
 1795,7,1 ,1 ,
 10000,15,4 ,2 ,1600 
 6500,5,2 ,2 ,1700 
 3700,9,2 ,2 ,911 
 1695,13,1 ,1 ,750 
 5495,7,2 ,2 ,
 2700,7,1 ,1 ,430 
 5500,5,3 ,1 ,900 
 2500,5,1 ,1 ,450 
 3400,13,1 ,1 ,850 
 4000,3,1 ,1 ,760 
 9995,5,2 ,2.5 ,1845 
 4950,7,2 ,2 ,1204 
 4100,3,2 ,1 ,
 4495,5,1 ,1 ,850 
 5550,15,1 ,1 ,675 
 4295,3,2 ,1 ,715 
 1975,7,0,1 ,575 
 3000,3,1 ,1 ,750 
 3350,5,2 ,1 ,
 4950,37,2 ,1 ,
 2300,19,2 ,2 ,
 6500,1,2 ,2 ,
 4695,13,2 ,2 ,1250 
 4995,5,2 ,1 ,900 
 4400,9,2 ,1 ,
 4800,7,2 ,1.5 ,1272 
 4000,7,1 ,1 ,860 
 2000,7,3 ,1 ,1100 
 7995,13,4 ,2 ,2000 
 3500,5,1 ,1 ,737 
 6500,19,2 ,2 ,1800 
 3200,3,2 ,1 ,800 
,11,1 ,1 ,672 
 2950,7,1 ,1 ,1250 
 3500,7,1 ,1 ,600 
 3495,7,1 ,1 ,650 
 3400,3,1 ,1 ,700 
 4875,11,2 ,2 ,860 
 11000,7,3 ,2 ,2029 
 4000,3,0,1 ,400 
 4300,11,2 ,1.5 ,1000 
 1595,1,0,1 ,475 
 1800,1,0,,1800 
 1795,1,0,1 ,
 5995,3,2 ,1 ,1200 
 4300,3,1 ,1 ,732 
 4500,9,2 ,2 ,
 3950,13,1 ,1 ,
 2895,5,1 ,1 ,
 5500,19,3 ,1.5 ,
 1950,5,0,1 ,
 1795,19,1 ,1 ,500 
 4295,7,2 ,1 ,1103 
 4200,33,2 ,1 ,1000 
 3750,13,2 ,2 ,
 4800,5,1 ,1 ,850 
 2150,15,1 ,1 ,600 
 1700,3,1 ,1 ,
 3550,3,0,1 ,400 
 2500,3,1 ,1 ,
 2775,19,1 ,1 ,
 8495,9,3 ,2 ,1700 
 3200,3,0,1 ,
 3850,11,2 ,1 ,702 
 5900,3,2 ,2 ,1250 
 1795,3,3 ,1 ,
 7500,35,3 ,2 ,2000 
 2395,7,1 ,1 ,500 
 2850,7,0,1 ,500 
 4700,9,2 ,2 ,1153 
 11000,17,4 ,1 ,1500 
 3200,15,1 ,1 ,900 
